ID_Observasi,Periode,Tahun,Triwulan,Urutan_Waktu,Kode_Provinsi,Provinsi,Wilayah,Jumlah_Penduduk,Urbanisasi_pct,Kemiskinan_pct,Penetrasi_Internet_pct,Literasi_Keuangan_pct,Rekening_per_1000_Penduduk,Pertumbuhan_Rekening_qoq_pct,Titik_Layanan_per_100rb_Penduduk,ATM_per_100rb_Penduduk,Kantor_Bank_per_100rb_Penduduk,Kredit_terhadap_PDRB_pct,DPK_terhadap_PDRB_pct,Transaksi_Digital_pct,Pertumbuhan_Transaksi_Digital_qoq_pct,Pinjaman_Fintech_per_Kapita_juta,NPL_pct,Shock_Ekonomi,Dimensi_Ketersediaan,Dimensi_Penggunaan,Dimensi_Kedalaman,IKAD_Simulasi,Kategori_IKAD,IKAD_Lag_1,IKAD_Lag_4,IKAD_Rata_Rata_4Q,Pertumbuhan_IKAD_qoq_pct,Pertumbuhan_IKAD_yoy_pct,IKAD_Berikutnya,Kategori_IKAD_Berikutnya,Perubahan_IKAD_Berikutnya,Target_Peningkatan_IKAD,Status_Data
36-1996Q2,1996-Q2,1996,Q2,14,36,Banten,Jawa,8618254,64.95,,13.51,,275.71,4.752,6.76,23.48,5.22,-14.73,20.72,9.49,1.836,0.575,5.98,Normal,2.0995,1.6162,1.6283,1.687,Sedang,1.7083,1.7774,1.7345,-1.2469,-5.0861,1.7754,Sedang,0.0884,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1996Q3,1996-Q3,1996,Q3,15,36,Banten,Jawa,8650489,64.84,12.69,13.68,39.39,276.42,0.257,6.89,23.43,5.56,17.56,,10.45,10.144,0.62,6.0,Normal,2.0628,1.7125,1.9676,1.7754,Sedang,1.687,1.7898,1.7309,5.2401,-0.8046,1.7499,Sedang,-0.0255,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1996Q4,1996-Q4,1996,Q4,16,36,Banten,Jawa,8658485,65.01,12.35,,39.69,279.01,0.934,6.96,22.1,5.17,17.56,20.35,10.69,2.302,0.573,5.94,Normal,1.9575,1.6479,1.6164,1.7499,Sedang,1.7754,1.7528,1.7302,-1.4363,-0.1654,1.6818,Sedang,-0.0681,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1997Q1,1997-Q1,1997,Q1,17,36,Banten,Jawa,8699776,65.09,12.96,14.35,39.99,289.08,3.612,6.9,22.9,5.42,17.43,20.34,10.99,2.804,0.607,6.37,Krisis Asia,2.0729,1.6072,1.5149,1.6818,Sedang,1.7499,1.7083,1.7235,-3.8917,-1.5512,1.7138,Sedang,0.032,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1997Q2,1997-Q2,1997,Q2,18,36,Banten,Jawa,8753812,65.31,13.14,14.66,40.09,289.84,0.263,6.9,23.99,5.93,17.33,19.79,10.15,-7.718,0.659,6.75,Krisis Asia,2.1699,1.6323,1.6801,1.7138,Sedang,1.6818,1.687,1.7302,1.9027,1.5886,1.6596,Sedang,-0.0542,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1997Q3,1997-Q3,1997,Q3,19,36,Banten,Jawa,8772347,65.17,13.44,14.88,40.29,272.63,-5.94,6.82,22.63,5.24,16.75,19.48,9.76,-3.844,0.735,7.1,Krisis Asia,2.0334,1.5335,1.4675,1.6596,Sedang,1.7138,1.7754,1.7013,-3.1626,-6.5225,1.7326,Sedang,0.073,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1997Q4,1997-Q4,1997,Q4,20,36,Banten,Jawa,8795851,65.36,13.85,15.23,40.68,276.15,1.293,6.79,22.27,5.41,15.95,19.36,9.42,-3.481,0.851,7.28,Krisis Asia,1.9371,1.8195,1.5806,1.7326,Sedang,1.6596,1.7499,1.6969,4.3987,-0.9886,1.7647,Sedang,0.0321,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1998Q1,1998-Q1,1998,Q1,21,36,Banten,Jawa,8815462,65.35,14.33,15.56,41.11,276.59,0.159,6.87,23.97,5.36,15.14,18.96,9.29,-1.303,0.916,7.66,Krisis Asia,2.1182,1.5878,1.5663,1.7647,Sedang,1.7326,1.6818,1.7177,1.8527,4.9292,1.7064,Sedang,-0.0583,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1998Q2,1998-Q2,1998,Q2,22,36,Banten,Jawa,8863191,65.31,14.58,15.5,41.48,269.81,-2.452,6.94,24.11,5.13,14.13,18.53,9.28,-0.149,0.888,7.99,Krisis Asia,1.9192,1.8261,1.5973,1.7064,Sedang,1.7647,1.7138,1.7158,-3.3037,-0.4318,1.6557,Sedang,-0.0507,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1998Q3,1998-Q3,1998,Q3,23,36,Banten,Jawa,8865872,65.62,15.05,16.02,41.84,274.65,1.795,7.05,24.02,5.59,12.87,18.0,8.35,-10.061,0.859,8.29,Krisis Asia,2.1523,1.682,1.4691,1.6557,Sedang,1.7064,1.6596,1.7148,-2.9712,-0.235,1.7471,Sedang,0.0914,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1998Q4,1998-Q4,1998,Q4,24,36,Banten,Jawa,8875063,65.84,15.37,16.22,41.75,267.02,-2.779,7.13,24.94,6.09,12.14,18.02,7.96,-4.642,0.872,8.75,Krisis Asia,2.1962,1.7647,1.3218,1.7471,Sedang,1.6557,1.7326,1.7185,5.5203,0.8369,1.7101,Sedang,-0.037,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1999Q1,1999-Q1,1999,Q1,25,36,Banten,Jawa,8925156,66.03,15.4,16.75,41.82,283.87,6.311,7.11,22.55,5.77,11.93,17.81,8.6,8.119,0.924,8.52,Normal,1.9269,1.7126,1.4615,1.7101,Sedang,1.7471,1.7647,1.7048,-2.1178,-3.094,1.6953,Sedang,-0.0148,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1999Q2,1999-Q2,1999,Q2,26,36,Banten,Jawa,8946031,65.84,15.36,16.93,42.28,289.33,1.923,7.05,21.86,5.43,11.93,18.19,8.23,-4.406,0.858,8.59,Normal,1.9152,1.718,1.3077,1.6953,Sedang,1.7101,1.7064,1.702,-0.8654,-0.6505,1.6952,Sedang,-0.0001,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1999Q3,1999-Q3,1999,Q3,27,36,Banten,Jawa,8969757,65.68,15.17,17.26,42.62,299.59,3.547,7.02,23.29,5.15,12.1,18.13,8.49,3.194,0.892,8.62,Normal,2.0172,1.7488,1.3804,1.6952,Sedang,1.6953,1.6557,1.7119,-0.0059,2.3857,1.7515,Sedang,0.0563,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-1999Q4,1999-Q4,1999,Q4,28,36,Banten,Jawa,9006819,66.23,,17.25,42.75,313.48,4.636,7.07,23.0,5.12,12.43,18.0,,3.585,0.942,8.6,Normal,1.9023,1.9184,1.3352,1.7515,Sedang,1.6952,1.7471,1.713,3.3211,0.2518,1.6806,Sedang,-0.0709,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2000Q1,2000-Q1,2000,q2,29,36,Banten,Jawa,9022834,66.21,14.74,17.39,42.81,309.09,-1.4,7.08,23.77,5.74,12.97,17.51,8.21,-6.657,0.951,8.55,Normal,1.8568,1.6955,1.3672,1.6806,Sedang,1.7515,1.7101,1.7057,-4.048,-1.725,1.7407,Sedang,0.0601,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2000Q2,2000-Q2,2000,Q2,30,36,Banten,Jawa,9023839,66.21,14.65,17.84,43.07,318.3,2.981,7.04,23.35,5.56,12.53,17.8,8.37,1.934,0.925,8.39,Normal,2.0033,1.8246,1.5224,1.7407,Sedang,1.6806,1.6953,1.717,3.5761,2.678,1.7967,Sedang,0.056,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2000Q3,2000-Q3,2000,Q3,31,36,Banten,Jawa,9046096,66.17,14.21,17.57,,329.59,3.546,7.0,24.3,4.62,13.55,17.93,8.46,1.103,0.892,8.44,Normal,1.9506,1.9162,1.455,1.7967,Sedang,1.7407,1.6952,1.7424,3.2171,5.9875,1.8431,Sedang,0.0464,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2000Q4,2000-Q4,2000,Q4,32,36,Banten,Jawa,9099461,66.37,14.47,,,,1.308,7.01,22.86,5.18,13.9,18.13,9.23,9.161,0.912,8.32,Normal,2.1607,1.7954,1.5189,1.8431,Sedang,1.7967,1.7515,1.7653,2.5825,5.2298,1.8377,Sedang,-0.0054,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2001Q1,2001-Q1,2001,Q1,33,36,Banten,Jawa,9116640,66.53,14.08,18.87,43.51,337.24,0.999,6.91,23.19,5.36,13.79,18.07,8.98,-2.727,0.874,8.18,Normal,2.0766,1.7756,1.4108,1.8377,Sedang,1.8431,1.6806,1.8045,-0.293,9.3479,1.8209,Sedang,-0.0168,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2001Q2,2001-Q2,2001,Q2,34,36,Banten,Jawa,9140009,66.49,13.89,18.51,43.58,344.03,2.013,6.82,23.55,5.53,14.43,18.3,9.24,2.84,0.855,8.07,Normal,1.8932,1.8637,1.348,1.8209,Sedang,1.8377,1.7407,1.8246,-0.9142,4.6073,1.773,Sedang,-0.0479,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2001Q3,2001-Q3,2001,Q3,35,36,Banten,Jawa,9163085,66.62,13.69,19.19,43.77,344.37,0.101,6.74,20.8,5.64,13.67,17.87,10.44,13.071,0.909,8.18,Normal,1.8151,1.9354,1.6884,1.773,Sedang,1.8209,1.7967,1.8187,-2.6306,-1.3191,1.7796,Sedang,0.0066,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2001Q4,2001-Q4,2001,Q4,36,36, Banten ,Jawa,9184225,66.45,13.53,19.51,44.24,348.93,1.325,6.85,22.72,5.15,13.54,18.67,11.4,9.184,0.929,8.26,Normal,1.944,1.7381,1.438,1.7796,Sedang,1.773,1.8431,1.8028,0.3723,-3.4453,1.8337,Sedang,0.0541,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2002Q1,2002-Q1,2002,Q1,37,36,Banten,Jawa,9222358,66.54,13.48,,44.31,362.45,3.874,6.84,22.93,5.23,13.85,19.42,11.42,0.133,0.877,8.22,Normal,2.1866,1.9273,1.4488,1.8337,Sedang,1.7796,1.8377,1.8018,3.04,-0.2177,1.8035,Sedang,-0.0302,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2002Q2,2002-Q2,2002,Q2,38,36,Banten,Jawa,9259828,66.77,13.43,19.99,44.73,371.41,2.471,6.88,23.39,6.02,14.7,19.29,12.03,5.386,0.949,24.07,Normal,1.9535,1.8163,1.4814,1.8035,Sedang,1.8337,1.8209,1.7974,-1.6469,-0.9556,1.8243,Sedang,0.0208,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2002Q3,2002-Q3,2002,Q3,39,36,banten,Jawa,9290803,66.96,13.32,20.32,44.92,381.6,2.744,6.83,21.34,5.58,15.31,19.42,11.81,-1.859,0.956,8.46,Normal,1.9676,1.8372,1.496,1.8243,Sedang,1.8035,1.773,1.8103,1.1533,2.8934,1.8739,Tinggi,0.0496,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2002Q4,2002-Q4,2002,Q4,40,36,Banten,Jawa,9319118,67.21,13.4,20.59,45.07,386.19,1.203,6.92,23.25,5.31,15.42,19.07,12.67,7.253,0.998,8.57,Normal,2.1068,1.9222,1.5792,1.8739,Tinggi,1.8243,1.7796,1.8338,2.7189,5.2989,1.8706,Tinggi,-0.0033,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2003Q1,2003-Q1,2003,Q1,41,36,Banten,Jawa,9369534,67.4,13.28,20.92,45.24,396.28,2.614,6.98,22.5,6.43,15.98,20.31,13.12,3.626,0.964,8.64,Normal,2.0747,1.9543,1.5466,1.8706,Tinggi,1.8739,1.8337,1.8431,-0.1761,2.0123,1.8619,Tinggi,-0.0087,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2003Q2,2003-Q2,2003,Q2,42,36,Banten,Jawa,9400492,67.58,13.14,21.34,45.17,416.94,5.214,6.85,25.78,5.68,16.36,20.3,13.18,0.444,0.99,8.65,Normal,2.0047,2.2222,1.6752,1.8619,Tinggi,1.8706,1.8035,1.8577,-0.4651,3.2381,1.846,Sedang,-0.0159,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2003Q3,2003-Q3,2003,Q3,43,36,Banten,Jawa,9438238,67.64,,21.69,45.17,419.63,0.645,6.96,23.36,5.55,16.51,21.17,13.46,2.109,0.969,8.64,Normal,2.0005,2.0049,1.5384,1.846,Sedang,1.8619,1.8243,1.8631,-0.854,1.1895,1.8337,Sedang,-0.0123,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2003Q4,2003-Q4,2003,Q4,44,36,Banten,Jawa,9475183,67.57,12.94,21.55,45.44,417.36,-0.541,6.9,22.95,5.48,16.4,21.54,13.44,-0.156,0.987,8.58,Normal,2.0913,2.1273,1.6758,1.8337,Sedang,1.846,1.8739,1.8531,-0.6663,-2.1453,1.8368,Sedang,0.0031,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2004Q1,2004-Q1,2004,Q1,45,36,Banten,Jawa,9520656,67.75,13.03,22.1,45.51,406.94,-2.497,6.91,24.01,5.98,16.97,20.77,14.0,4.148,1.004,8.42,Normal,1.9484,2.029,1.5432,1.8368,Sedang,1.8337,1.8706,1.8446,0.1691,-1.8069,1.8283,Sedang,-0.0085,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2004Q2,2004-Q2,2004,Q2,46,36,Banten,Jawa,9554195,67.89,13.01,22.42,45.56,404.76,-0.537,,23.18,5.07,17.59,21.45,14.6,4.333,0.986,,Normal,2.0147,1.8913,1.505,1.8283,Sedang,1.8368,1.8619,1.8362,-0.4628,-1.8046,1.8919,Tinggi,0.0636,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2004Q3,2004-Q3,2004,Q3,47,36,Banten,Jawa,9579206,67.84,12.89,22.83,45.89,414.78,2.478,6.83,22.9,5.77,17.73,21.93,14.86,1.767,0.946,8.18,Normal,2.1061,2.0374,1.4784,1.8919,Tinggi,1.8283,1.846,1.8477,3.4786,2.4865,1.9367,Tinggi,0.0448,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2004Q4,2004-Q4,2004,Q4,48,36,Banten,Jawa,9607277,68.22,12.95,23.3,45.81,420.12,1.288,6.9,24.78,4.94,17.71,21.82,,1.891,0.975,8.27,Normal,1.8916,2.1484,1.6113,1.9367,Tinggi,1.8919,1.8337,1.8734,2.368,5.6171,1.9042,Tinggi,-0.0325,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2005Q1,2005-Q1,2005,Q1,49,36,Banten,Jawa,9656133,68.2,12.73,23.6,45.92,419.52,-0.144,7.0,22.31,5.33,17.74,21.82,15.93,5.206,1.008,8.08,Normal,1.9434,1.9705,1.5028,1.9042,Tinggi,1.9367,1.8368,1.8903,-1.6781,3.6694,1.8486,Sedang,-0.0556,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2005Q2,2005-Q2,2005,Q2,50,36,Banten,Jawa,9649341,68.19,12.5,24.11,46.28,430.44,2.603,7.0,23.57,5.11,18.02,22.12,15.9,-0.218,1.084,8.05,Normal,2.01,2.0859,1.4853,1.8486,Sedang,1.9042,1.8283,1.8953,-2.9199,1.1103,1.8812,Tinggi,0.0326,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2005Q3,2005-Q3,2005,Q3,51,36,Banten,Jawa,9697702,68.27,12.73,24.64,46.47,434.25,0.885,7.01,21.54,5.85,17.92,22.26,16.3,2.565,1.065,7.91,Normal,1.9053,1.9646,1.6058,1.8812,Tinggi,1.8486,1.8919,1.8927,1.7635,-0.5656,1.9017,Tinggi,0.0205,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2005Q4,2005-Q4,2005,Q4,52,36,Banten,Jawa,9761303,68.58,12.57,25.08,46.66,448.03,3.173,7.05,23.99,5.94,18.12,22.3,15.99,-1.918,1.058,7.92,Normal,2.0165,2.1563,1.5644,1.9017,Tinggi,1.8812,1.9367,1.8839,1.0897,-1.8072,1.8508,Tinggi,-0.0509,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
11-2014Q2,2014-Q2,2014,Q2,86,11,Aceh,Sumatera,2982045,58.2,15.91,,47.55,,-0.385,6.0,20.55,5.04,14.22,21.84,26.54,1.593,1.779,8.8,Normal,2.1406,2.3999,1.5154,1.942,Tinggi,1.9568,1.8128,1.9059,-0.7563,7.1271,1.9513,Tinggi,0.0093,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2006Q2,2006-Q2,2006,Q2,54,36,Banten,Jawa,9815127,68.51,12.09,25.32,46.63,449.55,-2.314,7.28,23.61,5.39,18.78,22.41,16.5,3.671,1.098,7.76,Normal,2.1371,2.2202,1.6891,1.9151,Tinggi,1.8508,1.8486,1.8872,3.4742,3.5973,1.9943,Tinggi,0.0792,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
12-1995Q3,1995-Q3,1995,Q3,11,12,Sumatera Utara,Sumatera,8179386,55.12,17.21,15.56,31.82,254.02,-0.474,5.59,20.36,4.71,12.48,23.52,8.0,-2.138,0.444,5.97,Normal,1.8709,1.6037,1.7187,1.7577,Sedang,1.747,1.705,1.7183,0.6125,3.0909,1.728,Sedang,-0.0297,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2006Q4,2006-Q4,2006,Q4,56,36,Banten,Jawa,9874169,68.42,12.04,25.88,46.67,438.44,-1.432,7.25,24.43,5.52,18.54,21.78,17.06,0.051,1.13,7.78,Normal,2.0057,1.8601,1.5434,1.9509,Tinggi,1.9943,1.9017,1.9278,-2.1762,2.5872,1.9682,Tinggi,0.0173,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2007Q1,2007-Q1,2007,Q1,57,36, Banten ,Jawa,9914321,68.43,12.06,,47.12,440.81,0.542,7.32,23.09,6.05,18.74,21.53,17.98,5.418,1.131,7.8,Normal,2.1904,2.0335,1.6725,1.9682,Tinggi,1.9509,1.8508,1.9571,0.8868,6.3432,1.9145,Tinggi,-0.0537,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2007Q2,2007-Q2,2007,Q2,58,36,Banten,Jawa,9958812,68.8,11.64,26.15,47.52,449.42,1.953,7.45,23.86,5.65,,21.61,18.28,1.643,1.114,7.74,Normal,2.1375,2.1626,1.6222,1.9145,Tinggi,1.9682,1.9151,1.957,-2.7284,-0.0313,1.9233,Tinggi,0.0088,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2007Q3,2007-Q3,2007,Q3,59,36,Banten,Jawa,9953569,69.21,11.79,26.46,47.73,442.51,-1.539,7.4,25.32,6.03,18.92,21.7,18.04,-1.264,1.12,7.72,Normal,2.3391,2.3315,1.9369,1.9233,Tinggi,1.9145,1.9943,1.9392,0.4597,-3.5601,1.9227,Tinggi,-0.0006,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2007Q4,2007-Q4,2007,Q4,60,36,Banten,Jawa,9993258,69.46,11.91,,48.26,448.61,1.38,7.46,23.38,5.95,18.82,21.64,18.71,3.678,1.141,7.69,Normal,2.0581,2.0079,1.6946,1.9227,Tinggi,1.9233,1.9509,1.9322,-0.0312,-1.4455,1.8197,Sedang,-0.103,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2008Q1,2008-Q1,2008,Q1,61,36,banten,Jawa,10027447,69.74,12.05,27.0,48.38,443.75,-1.084,7.51,24.47,5.47,18.6,21.44,19.27,3.009,1.136,7.74,Krisis Global,1.9881,2.1025,1.6068,1.8197,Sedang,1.9227,1.9682,1.8951,-5.357,-7.545,1.9001,Tinggi,0.0804,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2008Q2,2008-Q2,2008,Q2,62,36,Banten,Jawa,10041412,69.76,12.15,27.74,48.57,461.81,4.07,7.48,24.44,5.89,18.4,21.77,19.25,-0.131,1.139,7.95,Krisis Global,2.2525,2.1297,1.7486,1.9001,Tinggi,1.8197,1.9145,1.8915,4.4183,-0.7522,1.8511,Tinggi,-0.049,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2008Q3,2008-Q3,2008,Q3,63,36,Banten,Jawa,10063805,,12.19,27.63,48.75,467.92,1.323,7.54,24.04,5.75,18.37,21.14,19.48,1.213,1.104,8.12,Krisis Global,2.1571,2.1924,1.6902,1.8511,Tinggi,1.9001,1.9233,1.8734,-2.5788,-3.754,1.8453,Sedang,-0.0058,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2008Q4,2008-Q4,2008,Q4,64,36,Banten,Jawa,10106203,69.69,12.43,28.2,48.92,465.89,-0.433,7.55,25.37,5.83,17.92,21.1,19.87,2.004,1.165,8.39,Krisis Global,2.1745,2.0448,1.5369,1.8453,Sedang,1.8511,1.9227,1.854,-0.3133,-4.0256,1.9312,Tinggi,0.0859,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2009Q1,2009-Q1,2009,Q1,65,36,Banten,Jawa,10139050,69.79,13.04,28.89,48.91,471.75,1.258,7.55,24.4,5.55,17.87,20.41,20.07,0.985,1.219,8.57,Krisis Global,2.2192,2.1581,1.5026,1.9312,Tinggi,1.8453,1.8197,1.8819,4.6551,6.1274,1.9404,Tinggi,0.0092,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2009Q2,2009-Q2,2009,Q2,66,36,Banten,Jawa,10150987,69.84,12.96,29.14,49.23,473.76,0.426,7.55,24.11,5.28,18.12,19.52,19.81,-1.251,1.159,8.8,Krisis Global,2.1797,2.0428,1.5167,1.9404,Tinggi,1.9312,1.9001,1.892,0.4764,2.1209,1.925,Tinggi,-0.0154,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2009Q3,2009-Q3,2009,Q3,67,36,Banten,Jawa,10200859,69.73,12.98,29.41,,,-0.749,7.54,25.78,5.24,18.38,19.48,19.85,0.189,1.165,8.95,Krisis Global,1.981,2.1746,1.4813,1.925,Tinggi,1.9404,1.8511,1.9105,-0.7937,3.9922,1.9279,Tinggi,0.0029,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2009Q4,2009-Q4,2009,Q4,68,36,Banten,Jawa,10210728,69.74,12.94,29.84,49.68,471.77,0.332,7.3,24.25,5.43,18.57,18.59,19.49,-1.839,1.242,9.12,Krisis Global,2.0106,2.2937,1.4656,1.9279,Tinggi,1.925,1.8453,1.9311,0.1506,4.4762,1.9685,Tinggi,0.0406,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2010Q1,2010-Q1,2010,Q1,69,36,Banten,Jawa,10255574,69.8,12.86,30.09,49.68,473.31,0.326,7.21,23.42,5.47,18.65,17.99,20.33,4.31,1.286,9.17,Normal,2.1043,2.1896,1.6056,1.9685,Tinggi,1.9279,1.9312,1.9405,2.1059,1.9314,1.9789,Tinggi,0.0104,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2010Q2,2010-Q2,2010,Q2,70,36,Banten,Jawa,10270018,69.92,12.59,30.23,49.87,478.41,1.077,7.37,23.01,6.16,19.3,18.08,20.69,1.812,1.298,9.19,Normal,2.0943,2.1741,1.5416,1.9789,Tinggi,1.9685,1.9404,1.9501,0.5283,1.9841,1.9542,Tinggi,-0.0247,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2010Q3,2010-Q3,2010,Q3,71,36,Banten,Jawa,10301237,70.25,12.37,30.52,50.37,478.94,0.111,7.47,25.5,5.59,19.32,18.52,21.54,4.069,1.306,9.14,Normal,2.0539,2.2895,1.6296,1.9542,Tinggi,1.9789,1.925,1.9574,-1.2482,1.5169,1.9395,Tinggi,-0.0147,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2010Q4,2010-Q4,2010,Q4,72,36,Banten,Jawa,10325087,70.51,12.01,30.7,50.54,478.21,-0.152,7.49,24.61,5.4,19.19,18.94,22.34,3.727,1.297,9.35,Normal,2.1102,2.2835,1.4822,1.9395,Tinggi,1.9542,1.9279,1.9603,-0.7522,0.6017,1.9591,Tinggi,0.0196,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2011Q1,2011-Q1,2011,Q1,73,36,Banten,Jawa,10379597,70.59,12.0,31.31,50.78,485.63,1.551,7.53,24.08,5.72,19.37,18.46,23.07,3.286,1.303,9.37,Normal,2.2247,2.219,1.4055,1.9591,Tinggi,1.9395,1.9685,1.9579,1.0106,-0.4775,1.9617,Tinggi,0.0026,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2011Q2,2011-Q2,2011,Q2,74,36,Banten,Jawa,10412800,70.59,11.95,,51.01,482.34,-0.678,7.56,23.74,5.68,19.76,18.4,23.34,1.172,1.309,9.38,Normal,2.1236,2.263,1.4808,1.9617,Tinggi,1.9591,1.9789,1.9536,0.1327,-0.8692,1.8755,Tinggi,-0.0862,0,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2011Q3,2011-Q3,2011,Q3,75,36,Banten,Jawa,10419488,70.65,,32.46,51.27,484.47,0.442,7.59,24.2,5.11,20.91,,23.63,1.245,1.324,9.21,Normal,2.1786,2.27,1.4232,1.8755,Tinggi,1.9617,1.9542,1.934,-4.3941,-4.0272,1.965,Tinggi,0.0895,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
36-2011Q4,2011-Q4,2011,Q4,76,36,Banten,Jawa,10440977,70.83,11.76,32.51,51.49,482.09,-0.492,7.42,25.82,5.5,21.08,17.5,24.31,2.853,1.332,9.28,Normal,2.1434,2.0874,1.566,1.965,Tinggi,1.8755,1.9395,1.9403,4.7721,1.3148,2.081,Tinggi,0.116,1,DATA SIMULASI UNTUK PELATIHAN — BUKAN NILAI RESMI OJK
